Absorber Layer,PCE,Voc,Jsc,FF
P5,"{'value': 4.65, 'error': None, 'unit': '%'}","{'value': 0.83, 'error': None, 'unit': 'V'}","{'value': 10.57, 'error': None, 'unit': 'mA/cm2'}","{'value': 53.0, 'error': None, 'unit': '%'}"
P6,"{'value': 5.05, 'error': None, 'unit': '%'}","{'value': 0.9, 'error': None, 'unit': 'V'}","{'value': 10.21, 'error': None, 'unit': 'mA/cm2'}","{'value': 55.0, 'error': None, 'unit': '%'}"
P7,"{'value': 5.69, 'error': None, 'unit': '%'}","{'value': 0.87, 'error': None, 'unit': 'V'}","{'value': 10.9, 'error': None, 'unit': 'mA/cm2'}","{'value': 60.0, 'error': None, 'unit': '%'}"
P8,"{'value': 6.24, 'error': None, 'unit': '%'}","{'value': 0.87, 'error': None, 'unit': 'V'}","{'value': 11.2, 'error': None, 'unit': 'mA/cm2'}","{'value': 64.0, 'error': None, 'unit': '%'}"
P9,"{'value': 6.06, 'error': None, 'unit': '%'}","{'value': 0.83, 'error': None, 'unit': 'V'}","{'value': 11.6, 'error': None, 'unit': 'mA/cm2'}","{'value': 63.0, 'error': None, 'unit': '%'}"
P10,"{'value': 3.21, 'error': None, 'unit': '%'}","{'value': 0.74, 'error': None, 'unit': 'V'}","{'value': 10.1, 'error': None, 'unit': 'mA/cm2'}","{'value': 43.0, 'error': None, 'unit': '%'}"
P11,"{'value': 7.51, 'error': None, 'unit': '%'}","{'value': 0.87, 'error': None, 'unit': 'V'}","{'value': 12.34, 'error': None, 'unit': 'mA/cm2'}","{'value': 70.0, 'error': None, 'unit': '%'}"
P12,"{'value': 4.6, 'error': None, 'unit': '%'}","{'value': 0.9, 'error': None, 'unit': 'V'}","{'value': 9.2, 'error': None, 'unit': 'mA/cm2'}","{'value': 56.0, 'error': None, 'unit': '%'}"
P14,"{'value': 6.17, 'error': None, 'unit': '%'}","{'value': 0.82, 'error': None, 'unit': 'V'}","{'value': 13.27, 'error': None, 'unit': 'mA/cm2'}","{'value': 57.0, 'error': None, 'unit': '%'}"
P16,"{'value': 1.76, 'error': None, 'unit': '%'}","{'value': 0.88, 'error': None, 'unit': 'V'}","{'value': 3.66, 'error': None, 'unit': 'mA/cm2'}","{'value': 54.0, 'error': None, 'unit': '%'}"
M8,"{'value': 6.5, 'error': None, 'unit': '%'}","{'value': 0.94, 'error': None, 'unit': 'V'}","{'value': 2.0, 'error': None, 'unit': 'mA/cm2'}","{'value': 48.0, 'error': None, 'unit': '%'}"
M9,"{'value': 8.02, 'error': None, 'unit': '%'}","{'value': 0.91, 'error': None, 'unit': 'V'}","{'value': 2.0, 'error': None, 'unit': 'mA/cm2'}","{'value': 57.99999999999999, 'error': None, 'unit': '%'}"
M12,"{'value': 11.77, 'error': None, 'unit': '%'}","{'value': 0.912, 'error': None, 'unit': 'V'}","{'value': 2.0, 'error': None, 'unit': 'mA/cm2'}","{'value': 70.55, 'error': None, 'unit': '%'}"
MAPbI3−xBrx,"{'value': 13.49, 'error': None, 'unit': '%'}","{'value': 1.01, 'error': None, 'unit': 'V'}","{'value': 2.0, 'error': None, 'unit': 'mA/cm2'}","{'value': 71.0, 'error': None, 'unit': '%'}"
sg-ZnO,"{'value': 15.72, 'error': None, 'unit': '%'}","{'value': 0.832, 'error': None, 'unit': 'V'}","{'value': 25.45, 'error': None, 'unit': 'mA/cm2'}","{'value': 74.2, 'error': None, 'unit': '%'}"
ic-ZnO,"{'value': 16.62, 'error': None, 'unit': '%'}","{'value': 0.832, 'error': None, 'unit': 'V'}","{'value': 26.54, 'error': None, 'unit': 'mA/cm2'}","{'value': 75.2, 'error': None, 'unit': '%'}"
as-ZnO,"{'value': 14.98, 'error': None, 'unit': '%'}","{'value': 0.823, 'error': None, 'unit': 'V'}","{'value': 24.71, 'error': None, 'unit': 'mA/cm2'}","{'value': 73.64, 'error': None, 'unit': '%'}"
PM6:eC9,"{'value': 17.79, 'error': None, 'unit': '%'}",,,
PM6:L8-BO,"{'value': 18.31, 'error': None, 'unit': '%'}",,,
CH3NH3PbI3,,,"{'value': 2.0, 'error': None, 'unit': 'mA/cm2'}",
FAxMA1−xPbIyCl1−y,"{'value': 19.32, 'error': None, 'unit': '%'}","{'value': 1.1, 'error': None, 'unit': 'V'}","{'value': 22.52, 'error': None, 'unit': 'mA/cm2'}","{'value': 78.0, 'error': None, 'unit': '%'}"
C60-OPE,"{'value': 18.0, 'error': None, 'unit': '%'}","{'value': 0.59, 'error': None, 'unit': 'V'}","{'value': 10.6, 'error': None, 'unit': 'mA/cm2'}","{'value': 29.0, 'error': None, 'unit': '%'}"
9.4 nm,"{'value': 11.45, 'error': None, 'unit': '%'}","{'value': 0.618, 'error': None, 'unit': 'V'}","{'value': 28.33, 'error': None, 'unit': 'mA/cm2'}","{'value': 65.3, 'error': None, 'unit': '%'}"
7.5 nm,"{'value': 11.45, 'error': None, 'unit': '%'}","{'value': 0.619, 'error': None, 'unit': 'V'}","{'value': 28.33, 'error': None, 'unit': 'mA/cm2'}","{'value': 65.3, 'error': None, 'unit': '%'}"
4.9 nm,"{'value': 10.45, 'error': None, 'unit': '%'}","{'value': 0.594, 'error': None, 'unit': 'V'}","{'value': 27.78, 'error': None, 'unit': 'mA/cm2'}","{'value': 63.2, 'error': None, 'unit': '%'}"
PBDTT-PPzDPP/PC71BM,"{'value': 5.91, 'error': None, 'unit': '%'}","{'value': 0.73, 'error': None, 'unit': 'V'}","{'value': 11.75, 'error': None, 'unit': 'mA/cm2'}","{'value': 68.8, 'error': None, 'unit': '%'}"
P3HT:DTFBR,"{'value': 3.68, 'error': None, 'unit': '%'}","{'value': 0.71, 'error': None, 'unit': 'V'}","{'value': 8.15, 'error': None, 'unit': 'mA/cm2'}","{'value': 62.0, 'error': None, 'unit': '%'}"
DTFBR:PC71BM,"{'value': 2.5, 'error': None, 'unit': '%'}","{'value': 1.08, 'error': None, 'unit': 'V'}","{'value': 6.94, 'error': None, 'unit': 'mA/cm2'}","{'value': 32.0, 'error': None, 'unit': '%'}"
PIDTT-TT,"{'value': 7.1, 'error': None, 'unit': '%'}","{'value': 0.96, 'error': None, 'unit': 'V'}","{'value': 11.2, 'error': None, 'unit': 'mA/cm2'}","{'value': 66.0, 'error': None, 'unit': '%'}"
MAPbI3,"{'value': 18.4, 'error': None, 'unit': '%'}","{'value': 1.07, 'error': None, 'unit': 'V'}","{'value': 5.0, 'error': None, 'unit': 'mA/cm2'}","{'value': 76.0, 'error': None, 'unit': '%'}"
PbI2:2NMP,"{'value': 19.2, 'error': None, 'unit': '%'}",,,
PbI2:1DMSO,"{'value': 18.0, 'error': None, 'unit': '%'}",,,
PbI2:2DMSO,"{'value': 14.2, 'error': None, 'unit': '%'}",,,
P3HT:PCBM,"{'value': 1.72, 'error': None, 'unit': '%'}","{'value': 10.87, 'error': None, 'unit': 'V'}","{'value': 11.39, 'error': None, 'unit': 'mA/cm2'}","{'value': 45.0, 'error': None, 'unit': '%'}"
P3HT:PCBM,"{'value': 1.97, 'error': None, 'unit': '%'}","{'value': 11.13, 'error': None, 'unit': 'V'}","{'value': 33.16, 'error': None, 'unit': 'mA/cm2'}","{'value': 47.0, 'error': None, 'unit': '%'}"
CuInS2,"{'value': 0.74, 'error': None, 'unit': '%'}",,"{'value': 5.89, 'error': None, 'unit': 'mA/cm2'}","{'value': 35.0, 'error': None, 'unit': '%'}"
TiO2–Sn/F,"{'value': 8.89, 'error': None, 'unit': '%'}","{'value': 0.725, 'error': None, 'unit': 'V'}","{'value': 17.03, 'error': None, 'unit': 'mA/cm2'}","{'value': 72.0, 'error': None, 'unit': '%'}"
PQT8,"{'value': 0.45, 'error': None, 'unit': '%'}","{'value': 0.66, 'error': None, 'unit': 'V'}","{'value': 1.98, 'error': None, 'unit': 'mA/cm2'}","{'value': 34.0, 'error': None, 'unit': '%'}"
PQTF8,"{'value': 1.25, 'error': None, 'unit': '%'}","{'value': 0.56, 'error': None, 'unit': 'V'}","{'value': 5.93, 'error': None, 'unit': 'mA/cm2'}","{'value': 38.0, 'error': None, 'unit': '%'}"
AgInS2 NCs (ligand-free),"{'value': 0.8, 'error': None, 'unit': '%'}","{'value': 0.45, 'error': None, 'unit': 'V'}",,
PTB7-TH:IEIC,"{'value': 6.31, 'error': None, 'unit': '%'}","{'value': 0.97, 'error': None, 'unit': 'V'}","{'value': 13.55, 'error': None, 'unit': 'mA/cm2'}","{'value': 48.0, 'error': None, 'unit': '%'}"
SiNCs (3 min etched),"{'value': 4.42, 'error': None, 'unit': '%'}","{'value': 0.41, 'error': None, 'unit': 'V'}","{'value': 22.48, 'error': None, 'unit': 'mA/cm2'}","{'value': 47.2, 'error': None, 'unit': '%'}"
SiNCs (1 min etched),"{'value': 2.81, 'error': None, 'unit': '%'}","{'value': 0.43, 'error': None, 'unit': 'V'}","{'value': 18.33, 'error': None, 'unit': 'mA/cm2'}","{'value': 35.6, 'error': None, 'unit': '%'}"
SiNCs (5 min etched),"{'value': 3.55, 'error': None, 'unit': '%'}","{'value': 0.41, 'error': None, 'unit': 'V'}","{'value': 20.85, 'error': None, 'unit': 'mA/cm2'}","{'value': 41.2, 'error': None, 'unit': '%'}"
SiNCs (7 min etched),"{'value': 2.89, 'error': None, 'unit': '%'}","{'value': 0.41, 'error': None, 'unit': 'V'}","{'value': 18.67, 'error': None, 'unit': 'mA/cm2'}","{'value': 37.8, 'error': None, 'unit': '%'}"
SiNCs (9 min etched),"{'value': 2.24, 'error': None, 'unit': '%'}","{'value': 0.38, 'error': None, 'unit': 'V'}","{'value': 15.85, 'error': None, 'unit': 'mA/cm2'}","{'value': 37.3, 'error': None, 'unit': '%'}"
CZTS,"{'value': 12.6, 'error': None, 'unit': '%'}","{'value': 0.6, 'error': None, 'unit': 'V'}","{'value': 30.0, 'error': None, 'unit': 'mA/cm2'}","{'value': 70.0, 'error': None, 'unit': '%'}"
Ko-2,"{'value': 3.35, 'error': None, 'unit': '%'}","{'value': 0.68, 'error': None, 'unit': 'V'}","{'value': 9.69, 'error': None, 'unit': 'mA/cm2'}","{'value': 49.0, 'error': None, 'unit': '%'}"
Ko-1,"{'value': 1.9, 'error': None, 'unit': '%'}","{'value': 0.67, 'error': None, 'unit': 'V'}","{'value': 5.51, 'error': None, 'unit': 'mA/cm2'}","{'value': 54.0, 'error': None, 'unit': '%'}"
Control PSC,"{'value': 0.008, 'error': None, 'unit': '%'}","{'value': 0.414, 'error': None, 'unit': 'V'}","{'value': 0.041, 'error': None, 'unit': 'mA/cm2'}","{'value': 48.6, 'error': None, 'unit': '%'}"
Double-UC PSC,"{'value': 0.21, 'error': None, 'unit': '%'}","{'value': 0.518, 'error': None, 'unit': 'V'}","{'value': 0.529, 'error': None, 'unit': 'mA/cm2'}","{'value': 76.8, 'error': None, 'unit': '%'}"
B-UC PSC,"{'value': 0.03, 'error': None, 'unit': '%'}","{'value': 0.596, 'error': None, 'unit': 'V'}","{'value': 0.102, 'error': None, 'unit': 'mA/cm2'}","{'value': 49.8, 'error': None, 'unit': '%'}"
T-UC PSC,"{'value': 0.066, 'error': None, 'unit': '%'}","{'value': 0.521, 'error': None, 'unit': 'V'}","{'value': 0.174, 'error': None, 'unit': 'mA/cm2'}","{'value': 72.4, 'error': None, 'unit': '%'}"
"PBDTTBI:PC71BM (1:1, w/w)","{'value': 0.14, 'error': None, 'unit': '%'}","{'value': 0.5, 'error': None, 'unit': 'V'}","{'value': 1.1, 'error': None, 'unit': 'mA/cm2'}","{'value': 27.6, 'error': None, 'unit': '%'}"
"PBDTTBI:PC71BM (1:1.5, w/w)","{'value': 0.06, 'error': None, 'unit': '%'}","{'value': 0.48, 'error': None, 'unit': 'V'}","{'value': 0.43, 'error': None, 'unit': 'mA/cm2'}","{'value': 26.0, 'error': None, 'unit': '%'}"
"PBDTTBI:PC71BM (1:2, w/w)","{'value': 0.01, 'error': None, 'unit': '%'}","{'value': 0.47, 'error': None, 'unit': 'V'}","{'value': 0.1, 'error': None, 'unit': 'mA/cm2'}","{'value': 27.0, 'error': None, 'unit': '%'}"
"PBDTBBT:PC71BM (1:1, w/w)","{'value': 0.67, 'error': None, 'unit': '%'}","{'value': 0.54, 'error': None, 'unit': 'V'}","{'value': 4.9, 'error': None, 'unit': 'mA/cm2'}","{'value': 25.0, 'error': None, 'unit': '%'}"
"PBDTBBT:PC71BM (1:1.5, w/w)","{'value': 0.64, 'error': None, 'unit': '%'}","{'value': 0.6, 'error': None, 'unit': 'V'}","{'value': 3.6, 'error': None, 'unit': 'mA/cm2'}","{'value': 30.0, 'error': None, 'unit': '%'}"
"PBDTBBT:PC71BM (1:2, w/w)","{'value': 0.43, 'error': None, 'unit': '%'}","{'value': 0.6, 'error': None, 'unit': 'V'}","{'value': 2.44, 'error': None, 'unit': 'mA/cm2'}","{'value': 28.0, 'error': None, 'unit': '%'}"
D1-CB,"{'value': 88.0, 'error': None, 'unit': '%'}","{'value': 0.99, 'error': None, 'unit': 'V'}","{'value': 2.77, 'error': None, 'unit': 'mA/cm2'}","{'value': 30.0, 'error': None, 'unit': '%'}"
D2-CB,"{'value': 57.99999999999999, 'error': None, 'unit': '%'}","{'value': 0.8, 'error': None, 'unit': 'V'}","{'value': 2.48, 'error': None, 'unit': 'mA/cm2'}","{'value': 25.0, 'error': None, 'unit': '%'}"
D1-CF,"{'value': 2.21, 'error': None, 'unit': '%'}","{'value': 1.1, 'error': None, 'unit': 'V'}","{'value': 4.25, 'error': None, 'unit': 'mA/cm2'}","{'value': 45.0, 'error': None, 'unit': '%'}"
D2-CF,"{'value': 15.0, 'error': None, 'unit': '%'}","{'value': 0.62, 'error': None, 'unit': 'V'}","{'value': 0.88, 'error': None, 'unit': 'mA/cm2'}","{'value': 24.0, 'error': None, 'unit': '%'}"
S(TPA-DPP),"{'value': 1.2, 'error': None, 'unit': '%'}","{'value': 1.18, 'error': None, 'unit': 'V'}",,
Bethanechol chloride (BTCC),"{'value': 20.45, 'error': None, 'unit': '%'}","{'value': 1.14, 'error': None, 'unit': 'V'}",,
Graphene,"{'value': 1.71, 'error': None, 'unit': '%'}",,"{'value': 2.0, 'error': None, 'unit': 'mA/cm2'}",
Graphene modified by interfacial dipoles,"{'value': 1.23, 'error': None, 'unit': '%'}",,"{'value': 2.0, 'error': None, 'unit': 'mA/cm2'}",
Graphene oxide,"{'value': 3.67, 'error': None, 'unit': '%'}",,"{'value': 2.0, 'error': None, 'unit': 'mA/cm2'}",
PM6:BTP-eC9,"{'value': 17.4, 'error': None, 'unit': '%'}","{'value': 0.84, 'error': None, 'unit': 'V'}","{'value': 27.0, 'error': None, 'unit': 'mA/cm2'}","{'value': 76.1, 'error': None, 'unit': '%'}"
PM6:BTP-eC9:MOIT-M,"{'value': 18.5, 'error': None, 'unit': '%'}","{'value': 0.87, 'error': None, 'unit': 'V'}","{'value': 27.4, 'error': None, 'unit': 'mA/cm2'}","{'value': 77.3, 'error': None, 'unit': '%'}"
PM6:MOIT-M,"{'value': 10.3, 'error': None, 'unit': '%'}","{'value': 1.01, 'error': None, 'unit': 'V'}","{'value': 15.8, 'error': None, 'unit': 'mA/cm2'}","{'value': 64.3, 'error': None, 'unit': '%'}"
PDCPTCz,"{'value': 0.73, 'error': None, 'unit': '%'}","{'value': 0.74, 'error': None, 'unit': 'V'}","{'value': 1.92, 'error': None, 'unit': 'mA/cm2'}","{'value': 52.0, 'error': None, 'unit': '%'}"
PDCPTCz-BT,"{'value': 1.57, 'error': None, 'unit': '%'}","{'value': 0.81, 'error': None, 'unit': 'V'}","{'value': 4.59, 'error': None, 'unit': 'mA/cm2'}","{'value': 42.0, 'error': None, 'unit': '%'}"
N/A,"{'value': 0.33, 'error': None, 'unit': '%'}",,,
PBDB-T,"{'value': 6.8, 'error': None, 'unit': '%'}",,,
PBDB-TF,"{'value': 7.67, 'error': None, 'unit': '%'}","{'value': 0.99, 'error': None, 'unit': 'V'}",,
PBDB-TF,"{'value': 11.03, 'error': None, 'unit': '%'}","{'value': 0.93, 'error': None, 'unit': 'V'}",,
P-FT:m-ITIC,"{'value': 8.86, 'error': None, 'unit': '%'}","{'value': 0.85, 'error': None, 'unit': 'V'}","{'value': 16.7, 'error': None, 'unit': 'mA/cm2'}","{'value': 56.99999999999999, 'error': None, 'unit': '%'}"
P-FT:Y6,"{'value': 13.34, 'error': None, 'unit': '%'}","{'value': 0.92, 'error': None, 'unit': 'V'}","{'value': 20.9, 'error': None, 'unit': 'mA/cm2'}","{'value': 68.0, 'error': None, 'unit': '%'}"
P-FP:m-ITIC,"{'value': 10.45, 'error': None, 'unit': '%'}","{'value': 0.88, 'error': None, 'unit': 'V'}","{'value': 18.5, 'error': None, 'unit': 'mA/cm2'}","{'value': 61.0, 'error': None, 'unit': '%'}"
P-FP:Y6,"{'value': 12.72, 'error': None, 'unit': '%'}","{'value': 0.91, 'error': None, 'unit': 'V'}","{'value': 20.1, 'error': None, 'unit': 'mA/cm2'}","{'value': 64.0, 'error': None, 'unit': '%'}"
DCM,"{'value': 1.79, 'error': None, 'unit': '%'}","{'value': 0.52, 'error': None, 'unit': 'V'}","{'value': 6.48, 'error': None, 'unit': 'mA/cm2'}","{'value': 53.0, 'error': None, 'unit': '%'}"
CF,"{'value': 1.72, 'error': None, 'unit': '%'}","{'value': 0.51, 'error': None, 'unit': 'V'}","{'value': 6.44, 'error': None, 'unit': 'mA/cm2'}","{'value': 53.0, 'error': None, 'unit': '%'}"
CB,"{'value': 1.7, 'error': None, 'unit': '%'}","{'value': 0.52, 'error': None, 'unit': 'V'}","{'value': 6.28, 'error': None, 'unit': 'mA/cm2'}","{'value': 52.0, 'error': None, 'unit': '%'}"
ODCB,"{'value': 0.47, 'error': None, 'unit': '%'}","{'value': 0.25, 'error': None, 'unit': 'V'}","{'value': 3.79, 'error': None, 'unit': 'mA/cm2'}","{'value': 50.0, 'error': None, 'unit': '%'}"
CsPbBr3,"{'value': 11.21, 'error': None, 'unit': '%'}","{'value': 1.574, 'error': None, 'unit': 'V'}","{'value': 8.52, 'error': None, 'unit': 'mA/cm2'}","{'value': 83.67, 'error': None, 'unit': '%'}"
MAPbI3,"{'value': 11.4, 'error': None, 'unit': '%'}","{'value': 0.928, 'error': None, 'unit': 'V'}","{'value': 17.5, 'error': None, 'unit': 'mA/cm2'}","{'value': 70.0, 'error': None, 'unit': '%'}"
FAPbI3,"{'value': 11.9, 'error': None, 'unit': '%'}","{'value': 0.901, 'error': None, 'unit': 'V'}","{'value': 18.4, 'error': None, 'unit': 'mA/cm2'}","{'value': 72.0, 'error': None, 'unit': '%'}"
(FA)0.6(MA)0.4PbI3,"{'value': 12.9, 'error': None, 'unit': '%'}","{'value': 0.921, 'error': None, 'unit': 'V'}","{'value': 20.9, 'error': None, 'unit': 'mA/cm2'}","{'value': 67.0, 'error': None, 'unit': '%'}"
PM6:BP-4F blend films,"{'value': 13.9, 'error': None, 'unit': '%'}","{'value': 0.9, 'error': None, 'unit': 'V'}","{'value': 21.6, 'error': None, 'unit': 'mA/cm2'}","{'value': 72.0, 'error': None, 'unit': '%'}"
Perovskite,"{'value': 15.07, 'error': None, 'unit': '%'}","{'value': 1.03, 'error': None, 'unit': 'V'}","{'value': 20.9, 'error': None, 'unit': 'mA/cm2'}","{'value': 70.0, 'error': None, 'unit': '%'}"
Perovskite,"{'value': 16.08, 'error': None, 'unit': '%'}",,"{'value': 21.68, 'error': None, 'unit': 'mA/cm2'}","{'value': 72.0, 'error': None, 'unit': '%'}"
Triple cation perovskite,"{'value': 21.6, 'error': None, 'unit': '%'}",,"{'value': 2.0, 'error': None, 'unit': 'mA/cm2'}",
CIS@ZnS,"{'value': 8.15, 'error': None, 'unit': '%'}","{'value': 0.6, 'error': None, 'unit': 'V'}","{'value': 2.0, 'error': None, 'unit': 'mA/cm2'}","{'value': 42.0, 'error': None, 'unit': '%'}"
CIS,"{'value': 5.7, 'error': None, 'unit': '%'}","{'value': 0.6, 'error': None, 'unit': 'V'}","{'value': 2.0, 'error': None, 'unit': 'mA/cm2'}",
Mixed ion perovskites,"{'value': 20.8, 'error': None, 'unit': '%'}","{'value': 1.16, 'error': None, 'unit': 'V'}","{'value': 24.6, 'error': None, 'unit': 'mA/cm2'}","{'value': 75.0, 'error': None, 'unit': '%'}"
AZO (400),"{'value': 2.2, 'error': 0.1, 'unit': '%'}","{'value': 0.57, 'error': 0.01, 'unit': 'V'}","{'value': 6.0, 'error': 0.1, 'unit': 'mA/cm2'}","{'value': 61.0, 'error': 0.01, 'unit': '%'}"
AZO (500),"{'value': 2.3, 'error': 0.1, 'unit': '%'}","{'value': 0.58, 'error': 0.0, 'unit': 'V'}","{'value': 6.2, 'error': 0.1, 'unit': 'mA/cm2'}","{'value': 62.0, 'error': 0.01, 'unit': '%'}"
AZO (600),"{'value': 2.4, 'error': 0.1, 'unit': '%'}","{'value': 0.59, 'error': 0.01, 'unit': 'V'}","{'value': 6.3, 'error': 0.1, 'unit': 'mA/cm2'}","{'value': 63.0, 'error': 0.01, 'unit': '%'}"
Perovskite,"{'value': 15.1, 'error': None, 'unit': '%'}","{'value': 1.09, 'error': None, 'unit': 'V'}","{'value': 19.1, 'error': None, 'unit': 'mA/cm2'}","{'value': 72.8, 'error': None, 'unit': '%'}"
MAPbI3,"{'value': 15.1, 'error': None, 'unit': '%'}","{'value': 1.09, 'error': None, 'unit': 'V'}","{'value': 19.1, 'error': None, 'unit': 'mA/cm2'}","{'value': 72.8, 'error': None, 'unit': '%'}"
Material A,"{'value': 12.5, 'error': None, 'unit': '%'}","{'value': 0.6, 'error': None, 'unit': 'V'}","{'value': 15.0, 'error': None, 'unit': 'mA/cm2'}","{'value': 80.0, 'error': None, 'unit': '%'}"
Material B,"{'value': 14.2, 'error': None, 'unit': '%'}","{'value': 0.7, 'error': None, 'unit': 'V'}","{'value': 18.0, 'error': None, 'unit': 'mA/cm2'}","{'value': 75.0, 'error': None, 'unit': '%'}"
Material C,"{'value': 16.4, 'error': None, 'unit': '%'}","{'value': 0.8, 'error': None, 'unit': 'V'}","{'value': 20.0, 'error': None, 'unit': 'mA/cm2'}","{'value': 85.0, 'error': None, 'unit': '%'}"
Co0.85Se,"{'value': 6.55, 'error': None, 'unit': '%'}","{'value': 0.65, 'error': None, 'unit': 'V'}","{'value': 14.73, 'error': None, 'unit': 'mA/cm2'}","{'value': 68.12, 'error': None, 'unit': '%'}"
Ni0.85Se,"{'value': 7.07, 'error': None, 'unit': '%'}","{'value': 0.68, 'error': None, 'unit': 'V'}","{'value': 15.28, 'error': None, 'unit': 'mA/cm2'}","{'value': 68.05, 'error': None, 'unit': '%'}"
Z@Cdots,"{'value': 3.9, 'error': None, 'unit': '%'}","{'value': 0.82, 'error': None, 'unit': 'V'}","{'value': 14.8, 'error': None, 'unit': 'mA/cm2'}","{'value': 32.0, 'error': None, 'unit': '%'}"
Z@G,"{'value': 3.04, 'error': None, 'unit': '%'}","{'value': 0.76, 'error': None, 'unit': 'V'}","{'value': 12.5, 'error': None, 'unit': 'mA/cm2'}","{'value': 32.0, 'error': None, 'unit': '%'}"
Nanocrystalline TiO2/ITO (nc-TiO2/ITO),"{'value': 3.12, 'error': None, 'unit': '%'}","{'value': 0.67, 'error': None, 'unit': 'V'}","{'value': 9.566, 'error': None, 'unit': 'mA/cm2'}","{'value': 49.0, 'error': None, 'unit': '%'}"
ITO/antireflective TiO2 compact layer (ITO/arc-TiO2) (rf sputter),"{'value': 5.0, 'error': None, 'unit': '%'}","{'value': 0.71, 'error': None, 'unit': 'V'}","{'value': 11.475, 'error': None, 'unit': 'mA/cm2'}","{'value': 61.0, 'error': None, 'unit': '%'}"
ITO/carbon material – TiO2 (ITO/c-TiO2) (sol–gel),"{'value': 4.68, 'error': None, 'unit': '%'}","{'value': 0.72, 'error': None, 'unit': 'V'}","{'value': 10.63, 'error': None, 'unit': 'mA/cm2'}","{'value': 61.0, 'error': None, 'unit': '%'}"
PBSeDTEG8:PCBM,"{'value': 7.0, 'error': None, 'unit': '%'}","{'value': 1.51, 'error': None, 'unit': 'V'}","{'value': 9.91, 'error': None, 'unit': 'mA/cm2'}","{'value': 61.0, 'error': None, 'unit': '%'}"
Perovskite,"{'value': 9.13, 'error': None, 'unit': '%'}","{'value': 1.51, 'error': None, 'unit': 'V'}","{'value': 9.91, 'error': None, 'unit': 'mA/cm2'}","{'value': 61.0, 'error': None, 'unit': '%'}"
Perovskite,"{'value': 10.23, 'error': None, 'unit': '%'}","{'value': 1.52, 'error': None, 'unit': 'V'}","{'value': 10.05, 'error': None, 'unit': 'mA/cm2'}","{'value': 67.0, 'error': None, 'unit': '%'}"
N/A,"{'value': 9.2, 'error': None, 'unit': '%'}",,,
N/A,"{'value': 6.5, 'error': None, 'unit': '%'}",,,
N/A,"{'value': 8.0, 'error': None, 'unit': '%'}",,,
CNA-3.75 wt% Pt,"{'value': 9.04, 'error': None, 'unit': '%'}","{'value': 0.779, 'error': None, 'unit': 'V'}","{'value': 16.57, 'error': None, 'unit': 'mA/cm2'}","{'value': 70.0, 'error': None, 'unit': '%'}"
Perovskite,"{'value': 21.2, 'error': None, 'unit': '%'}","{'value': 1.19, 'error': None, 'unit': 'V'}","{'value': 22.7, 'error': None, 'unit': 'mA/cm2'}","{'value': 78.8, 'error': None, 'unit': '%'}"
PBDT2FBT-Ph,"{'value': 6.23, 'error': None, 'unit': '%'}","{'value': 0.83, 'error': None, 'unit': 'V'}","{'value': 11.33, 'error': None, 'unit': 'mA/cm2'}","{'value': 66.3, 'error': None, 'unit': '%'}"
ETDPP-2P:IT-M,"{'value': 5.69, 'error': None, 'unit': '%'}","{'value': 0.84, 'error': None, 'unit': 'V'}","{'value': 11.05, 'error': None, 'unit': 'mA/cm2'}","{'value': 61.3, 'error': None, 'unit': '%'}"
