Absorber Layer,PCE,Voc,Jsc,FF
MAPbI3,"{'value': 9.2, 'error': None, 'unit': '%'}",,,
PTN,"{'value': 11.44, 'error': None, 'unit': '%'}","{'value': 0.78, 'error': None, 'unit': 'V'}","{'value': 21.47, 'error': None, 'unit': 'mA/cm2'}","{'value': 68.31, 'error': None, 'unit': '%'}"
SMPV1,"{'value': 7.04, 'error': None, 'unit': '%'}","{'value': 0.89, 'error': None, 'unit': 'V'}","{'value': 12.55, 'error': None, 'unit': 'mA/cm2'}","{'value': 63.03, 'error': None, 'unit': '%'}"
THF,"{'value': 6.52, 'error': None, 'unit': '%'}","{'value': 0.85, 'error': None, 'unit': 'V'}","{'value': 12.11, 'error': None, 'unit': 'mA/cm2'}","{'value': 63.34, 'error': None, 'unit': '%'}"
CS2,"{'value': 5.63, 'error': None, 'unit': '%'}","{'value': 0.84, 'error': None, 'unit': 'V'}","{'value': 11.15, 'error': None, 'unit': 'mA/cm2'}","{'value': 60.11, 'error': None, 'unit': '%'}"
Hexane,"{'value': 5.56, 'error': None, 'unit': '%'}","{'value': 0.94, 'error': None, 'unit': 'V'}","{'value': 11.48, 'error': None, 'unit': 'mA/cm2'}","{'value': 51.52, 'error': None, 'unit': '%'}"
BDTSTNTTR,"{'value': 11.53, 'error': None, 'unit': '%'}","{'value': 0.93, 'error': None, 'unit': 'V'}","{'value': 16.21, 'error': None, 'unit': 'mA/cm2'}","{'value': 76.5, 'error': None, 'unit': '%'}"
BTP-4F-12,"{'value': 16.1, 'error': None, 'unit': '%'}","{'value': 0.853, 'error': None, 'unit': 'V'}","{'value': 25.2, 'error': None, 'unit': 'mA/cm2'}","{'value': 75.0, 'error': None, 'unit': '%'}"
PC61BO12,"{'value': 2.05, 'error': None, 'unit': '%'}","{'value': 0.76, 'error': None, 'unit': 'V'}","{'value': 5.08, 'error': None, 'unit': 'mA/cm2'}","{'value': 53.0, 'error': None, 'unit': '%'}"
DIBC,"{'value': 12.17, 'error': None, 'unit': '%'}","{'value': 0.77, 'error': None, 'unit': 'V'}","{'value': 20.68, 'error': None, 'unit': 'mA/cm2'}","{'value': 74.37, 'error': None, 'unit': '%'}"
Spiro-OMeTAD,"{'value': 19.88, 'error': None, 'unit': '%'}","{'value': 1.12, 'error': None, 'unit': 'V'}","{'value': 23.3, 'error': None, 'unit': 'mA/cm2'}","{'value': 76.0, 'error': None, 'unit': '%'}"
"Sb2(S,Se)3","{'value': 5.61, 'error': None, 'unit': '%'}","{'value': 0.646, 'error': None, 'unit': 'V'}","{'value': 16.04, 'error': None, 'unit': 'mA/cm2'}","{'value': 50.47, 'error': None, 'unit': '%'}"
"Sb2(S,Se)3","{'value': 5.35, 'error': None, 'unit': '%'}","{'value': 0.63, 'error': None, 'unit': 'V'}","{'value': 15.95, 'error': None, 'unit': 'mA/cm2'}","{'value': 53.17, 'error': None, 'unit': '%'}"
"Sb2(S,Se)3","{'value': 4.35, 'error': None, 'unit': '%'}","{'value': 0.637, 'error': None, 'unit': 'V'}","{'value': 15.47, 'error': None, 'unit': 'mA/cm2'}","{'value': 44.12, 'error': None, 'unit': '%'}"
"Sb2(S,Se)3","{'value': 5.26, 'error': None, 'unit': '%'}","{'value': 0.626, 'error': None, 'unit': 'V'}","{'value': 15.63, 'error': None, 'unit': 'mA/cm2'}","{'value': 53.72, 'error': None, 'unit': '%'}"
CsPbI2Br,"{'value': 15.0, 'error': None, 'unit': '%'}","{'value': 1.07, 'error': None, 'unit': 'V'}","{'value': 14.5, 'error': None, 'unit': 'mA/cm2'}","{'value': 80.0, 'error': None, 'unit': '%'}"
InAs,,,"{'value': 40.15, 'error': None, 'unit': 'mA/cm2'}",
Perovskite,"{'value': 15.0, 'error': None, 'unit': '%'}",,,
PbS quantum dots (QDs) and P3HT:PCBM blend,"{'value': 1.8, 'error': None, 'unit': '%'}","{'value': 0.89, 'error': None, 'unit': 'V'}","{'value': 3.9, 'error': None, 'unit': 'mA/cm2'}","{'value': 53.0, 'error': None, 'unit': '%'}"
PbS quantum dots (QDs) and PCPDTBT,,,"{'value': 12.2, 'error': None, 'unit': 'mA/cm2'}",
P3HT:PCBM,"{'value': 1.95, 'error': None, 'unit': '%'}","{'value': 7.75, 'error': None, 'unit': 'V'}","{'value': 61.8, 'error': None, 'unit': 'mA/cm2'}","{'value': 39.0, 'error': None, 'unit': '%'}"
Perovskite,"{'value': 8.11, 'error': None, 'unit': '%'}","{'value': 0.856, 'error': None, 'unit': 'V'}","{'value': 16.31, 'error': None, 'unit': 'mA/cm2'}","{'value': 58.08, 'error': None, 'unit': '%'}"
PTB7-Th:p-DTS(FBTTh2)2,,,"{'value': 2.0, 'error': None, 'unit': ''}",
CdSe,"{'value': 5.53, 'error': None, 'unit': '%'}",,"{'value': 2.0, 'error': None, 'unit': ''}",
BOPHY-1,"{'value': 1.5, 'error': None, 'unit': '%'}","{'value': 0.63, 'error': None, 'unit': 'V'}","{'value': 5.5, 'error': None, 'unit': 'mA/cm2'}","{'value': 43.0, 'error': None, 'unit': '%'}"
BOPHY-2,"{'value': 4.3, 'error': None, 'unit': '%'}","{'value': 0.7, 'error': None, 'unit': 'V'}","{'value': 10.9, 'error': None, 'unit': 'mA/cm2'}","{'value': 57.0, 'error': None, 'unit': '%'}"
BEDN,"{'value': 17.85, 'error': None, 'unit': '%'}","{'value': 1.03, 'error': None, 'unit': 'V'}","{'value': 20.64, 'error': None, 'unit': 'mA/cm2'}",
spiro-OMeTAD,"{'value': 19.5, 'error': None, 'unit': '%'}","{'value': 1.1, 'error': None, 'unit': 'V'}","{'value': 22.16, 'error': None, 'unit': 'mA/cm2'}",
N/A,"{'value': 5.1, 'error': None, 'unit': '%'}","{'value': 0.66, 'error': None, 'unit': 'V'}","{'value': 11.9, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.68, 'error': None, 'unit': '%'}"
PM6:BTP-eC9:isoIDTIC,"{'value': 19.0, 'error': None, 'unit': '%'}",,,
CsGeI3,"{'value': 4.94, 'error': None, 'unit': '%'}","{'value': 0.51, 'error': None, 'unit': 'V'}","{'value': 18.78, 'error': None, 'unit': 'mA/cm2'}","{'value': 51.0, 'error': None, 'unit': '%'}"
CsGeBr3,"{'value': 4.92, 'error': None, 'unit': '%'}","{'value': 0.48, 'error': None, 'unit': 'V'}","{'value': 19.49, 'error': None, 'unit': 'mA/cm2'}","{'value': 52.0, 'error': None, 'unit': '%'}"
CsGeCl3,"{'value': 2.57, 'error': None, 'unit': '%'}","{'value': 0.35, 'error': None, 'unit': 'V'}","{'value': 18.57, 'error': None, 'unit': 'mA/cm2'}","{'value': 40.0, 'error': None, 'unit': '%'}"
Cz-RH,"{'value': 2.56, 'error': None, 'unit': '%'}","{'value': 1.03, 'error': None, 'unit': 'V'}","{'value': 4.69, 'error': None, 'unit': 'mA/cm2'}","{'value': 53.0, 'error': None, 'unit': '%'}"
Flu-RH,"{'value': 3.08, 'error': None, 'unit': '%'}","{'value': 1.03, 'error': None, 'unit': 'V'}","{'value': 5.7, 'error': None, 'unit': 'mA/cm2'}","{'value': 52.0, 'error': None, 'unit': '%'}"
F(DPP)2B2,"{'value': 3.17, 'error': None, 'unit': '%'}","{'value': 1.18, 'error': None, 'unit': 'V'}","{'value': 5.35, 'error': None, 'unit': 'mA/cm2'}","{'value': 50.0, 'error': None, 'unit': '%'}"
FBR,"{'value': 4.11, 'error': None, 'unit': '%'}","{'value': 0.82, 'error': None, 'unit': 'V'}","{'value': 7.95, 'error': None, 'unit': 'mA/cm2'}","{'value': 63.0, 'error': None, 'unit': '%'}"
DICTF,"{'value': 7.93, 'error': None, 'unit': '%'}","{'value': 0.86, 'error': None, 'unit': 'V'}","{'value': 16.61, 'error': None, 'unit': 'mA/cm2'}","{'value': 56.00000000000001, 'error': None, 'unit': '%'}"
FDICTF,"{'value': 10.06, 'error': None, 'unit': '%'}","{'value': 0.95, 'error': None, 'unit': 'V'}","{'value': 16.09, 'error': None, 'unit': 'mA/cm2'}","{'value': 67.0, 'error': None, 'unit': '%'}"
CBM,"{'value': 5.3, 'error': None, 'unit': '%'}","{'value': 0.88, 'error': None, 'unit': 'V'}","{'value': 10.6, 'error': None, 'unit': 'mA/cm2'}","{'value': 53.0, 'error': None, 'unit': '%'}"
SF-OR,"{'value': 4.7, 'error': None, 'unit': '%'}","{'value': 0.97, 'error': None, 'unit': 'V'}","{'value': 7.5, 'error': None, 'unit': 'mA/cm2'}","{'value': 65.0, 'error': None, 'unit': '%'}"
H1,"{'value': 5.4, 'error': None, 'unit': '%'}","{'value': 1.17, 'error': None, 'unit': 'V'}","{'value': 7.74, 'error': None, 'unit': 'mA/cm2'}","{'value': 60.0, 'error': None, 'unit': '%'}"
P(NDI2OD-T2),"{'value': 8.27, 'error': None, 'unit': '%'}","{'value': 0.83, 'error': None, 'unit': 'V'}","{'value': 14.18, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.7, 'error': None, 'unit': '%'}"
P(NDI2HD-T2),"{'value': 6.11, 'error': None, 'unit': '%'}","{'value': 0.82, 'error': None, 'unit': 'V'}","{'value': 13.97, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.53, 'error': None, 'unit': '%'}"
P(NDI2TOD-T2),"{'value': 4.75, 'error': None, 'unit': '%'}","{'value': 0.77, 'error': None, 'unit': 'V'}","{'value': 11.4, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.54, 'error': None, 'unit': '%'}"
P(NDI2DT-FT2),"{'value': 6.71, 'error': None, 'unit': '%'}","{'value': 0.81, 'error': None, 'unit': 'V'}","{'value': 13.53, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.62, 'error': None, 'unit': '%'}"
P(NDI2HD-T),"{'value': 6.64, 'error': None, 'unit': '%'}","{'value': 0.89, 'error': None, 'unit': 'V'}","{'value': 11.22, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.56, 'error': None, 'unit': '%'}"
PbS/CdS,"{'value': 2.23, 'error': None, 'unit': '%'}","{'value': 0.318, 'error': None, 'unit': 'V'}","{'value': 17.38, 'error': None, 'unit': 'mA/cm2'}","{'value': 40.21, 'error': None, 'unit': '%'}"
"(5Z,5′Z)-5,5′-((3,3′′′′,3′′′′′,3′′′′′′,4′,4′′-hexaoctyl-[2,2′:5′,2′′:5′′,2′′′:5′′′,2′′′′-quinquethiophene]-5,5′′′′′′diyl)-bis(methanylylidene))bis(3-ethyl-2-thioxothiazolidin-4-one) (DRCN5T)","{'value': 6.5, 'error': None, 'unit': '%'}",,"{'value': 2.0, 'error': None, 'unit': ''}",
P-o-DFBT,"{'value': 10.0, 'error': None, 'unit': '%'}","{'value': 0.84, 'error': None, 'unit': 'V'}","{'value': 18.25, 'error': None, 'unit': 'mA/cm2'}","{'value': 65.45, 'error': None, 'unit': '%'}"
P-i-DFBT,"{'value': 6.67, 'error': None, 'unit': '%'}","{'value': 0.89, 'error': None, 'unit': 'V'}","{'value': 14.15, 'error': None, 'unit': 'mA/cm2'}","{'value': 51.61, 'error': None, 'unit': '%'}"
P-o-NT,"{'value': 9.95, 'error': None, 'unit': '%'}","{'value': 0.83, 'error': None, 'unit': 'V'}","{'value': 17.66, 'error': None, 'unit': 'mA/cm2'}","{'value': 66.76, 'error': None, 'unit': '%'}"
P-i-NT,"{'value': 6.34, 'error': None, 'unit': '%'}","{'value': 0.83, 'error': None, 'unit': 'V'}","{'value': 16.33, 'error': None, 'unit': 'mA/cm2'}","{'value': 46.19, 'error': None, 'unit': '%'}"
PTBF-CNQx,"{'value': 9.2, 'error': None, 'unit': '%'}",,"{'value': 2.0, 'error': None, 'unit': ''}",
PTBF-CNQx,"{'value': 14.0, 'error': None, 'unit': '%'}",,"{'value': 2.0, 'error': None, 'unit': ''}",
BaTiO3/TiO2,"{'value': 7.29, 'error': None, 'unit': '%'}",,"{'value': 14.44, 'error': None, 'unit': 'mA/cm2'}",
PTB7:PC70BM,"{'value': 8.01, 'error': None, 'unit': '%'}","{'value': 0.75, 'error': None, 'unit': 'V'}","{'value': 15.5, 'error': None, 'unit': 'mA/cm2'}","{'value': 68.9, 'error': None, 'unit': '%'}"
PTB7 or PTB7-Th,"{'value': 9.24, 'error': None, 'unit': '%'}","{'value': 0.81, 'error': None, 'unit': 'V'}","{'value': 16.49, 'error': None, 'unit': 'mA/cm2'}","{'value': 69.37, 'error': None, 'unit': '%'}"
CZTSSe,"{'value': 10.3, 'error': None, 'unit': '%'}","{'value': 0.5312, 'error': None, 'unit': 'V'}","{'value': 29.96, 'error': None, 'unit': 'mA/cm2'}","{'value': 64.7, 'error': None, 'unit': '%'}"
MAPbClxI3−x,"{'value': 10.9, 'error': None, 'unit': '%'}","{'value': 0.85, 'error': None, 'unit': 'V'}","{'value': 20.2, 'error': None, 'unit': 'mA/cm2'}","{'value': 63.3, 'error': None, 'unit': '%'}"
MAPbClxI3−x,"{'value': 14.6, 'error': None, 'unit': '%'}","{'value': 0.96, 'error': None, 'unit': 'V'}","{'value': 22.3, 'error': None, 'unit': 'mA/cm2'}","{'value': 68.30000000000001, 'error': None, 'unit': '%'}"
PDI-PhCN,"{'value': 14.6, 'error': None, 'unit': '%'}",,,
Perovskite,"{'value': 15.3, 'error': None, 'unit': '%'}",,,"{'value': 0.79, 'error': None, 'unit': '%'}"
PDI-C9,"{'value': 0.182, 'error': None, 'unit': '%'}","{'value': 0.36, 'error': None, 'unit': 'V'}","{'value': 1.32, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.38, 'error': None, 'unit': '%'}"
5-PDI,"{'value': 0.073, 'error': None, 'unit': '%'}","{'value': 0.63, 'error': None, 'unit': 'V'}","{'value': 0.21, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.21, 'error': None, 'unit': '%'}"
PDI-BI,"{'value': 0.061, 'error': None, 'unit': '%'}","{'value': 0.37, 'error': None, 'unit': 'V'}","{'value': 0.47, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.35, 'error': None, 'unit': '%'}"
PDI-CN,"{'value': 0.005, 'error': None, 'unit': '%'}","{'value': 0.13, 'error': None, 'unit': 'V'}","{'value': 0.12, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.3, 'error': None, 'unit': '%'}"
TiO2,"{'value': 2.6, 'error': None, 'unit': '%'}","{'value': 0.6, 'error': None, 'unit': 'V'}","{'value': 6.14, 'error': None, 'unit': 'mA/cm2'}",
PhDMe(DPP)2,"{'value': 0.65, 'error': None, 'unit': '%'}",,,
Ph(DPP)3,"{'value': 0.54, 'error': None, 'unit': '%'}",,,
N/A,"{'value': 14.21, 'error': None, 'unit': '%'}",,,
TiO2/CdS/Au/MoO3-nS2−/Sn2− gel-In2S3/NiO/C-fabric,"{'value': 7.987, 'error': None, 'unit': '%'}","{'value': 0.785, 'error': None, 'unit': 'V'}","{'value': 17.99, 'error': None, 'unit': 'mA/cm2'}","{'value': 56.54, 'error': None, 'unit': '%'}"
NiO/In2S3,"{'value': 0.047, 'error': None, 'unit': '%'}","{'value': 0.182, 'error': None, 'unit': 'V'}","{'value': 0.84, 'error': None, 'unit': 'mA/cm2'}","{'value': 30.53, 'error': None, 'unit': '%'}"
In2S3,"{'value': 6.01, 'error': None, 'unit': '%'}",,,
CsPbI2Br,"{'value': 13.3, 'error': None, 'unit': '%'}","{'value': 1.12, 'error': None, 'unit': 'V'}","{'value': 15.6, 'error': None, 'unit': 'mA/cm2'}","{'value': 76.1, 'error': None, 'unit': '%'}"
N/A,"{'value': 4.5, 'error': None, 'unit': '%'}",,,
Dion-Jacobson phase (CH2)8(NH3)2Csn−1SnnBr3n+1,"{'value': 20.0, 'error': None, 'unit': '%'}",,,
CdSe Qdots/P3HT,"{'value': 2.4, 'error': None, 'unit': '%'}",,,
P3HT:CdSe,"{'value': 1.48, 'error': None, 'unit': '%'}","{'value': 0.72, 'error': None, 'unit': 'V'}","{'value': 4.4, 'error': None, 'unit': 'mA/cm2'}","{'value': 47.0, 'error': None, 'unit': '%'}"
PCPDTBFQ,,,"{'value': 2.0, 'error': None, 'unit': ''}",
PDTSBFQ,,,"{'value': 2.0, 'error': None, 'unit': ''}",
(3PS)2-SiPc,"{'value': 4.3, 'error': None, 'unit': '%'}","{'value': 0.79, 'error': None, 'unit': 'V'}","{'value': 8.9, 'error': None, 'unit': 'mA/cm2'}","{'value': 61.0, 'error': None, 'unit': '%'}"
N/A,"{'value': 13.3, 'error': None, 'unit': '%'}",,,
PffBT4T-2OD,"{'value': 6.62, 'error': None, 'unit': '%'}","{'value': 0.781, 'error': None, 'unit': 'V'}","{'value': 17.79, 'error': None, 'unit': 'mA/cm2'}","{'value': 64.98, 'error': None, 'unit': '%'}"
PffBT4T-2OD:PC71BM,"{'value': 6.6, 'error': None, 'unit': '%'}",,,
PTB7-Th:FUIC,"{'value': 11.2, 'error': None, 'unit': '%'}",,,"{'value': 70.6, 'error': None, 'unit': '%'}"
PTB7-Th:i-FUIC,"{'value': 10.3, 'error': None, 'unit': '%'}",,,
"TAOZ, TAOT, TAZ, TAT","{'value': 13.7, 'error': None, 'unit': '%'}","{'value': 0.88, 'error': None, 'unit': 'V'}","{'value': 40.6, 'error': None, 'unit': 'mA/cm2'}","{'value': 75.0, 'error': None, 'unit': '%'}"
N/A,"{'value': 18.4, 'error': None, 'unit': '%'}",,,
PBDB-T:ITIC,"{'value': 7.14, 'error': None, 'unit': '%'}","{'value': 0.898, 'error': None, 'unit': 'V'}","{'value': 14.11, 'error': None, 'unit': 'mA/cm2'}","{'value': 56.7, 'error': None, 'unit': '%'}"
PBDB-T:ITIC,"{'value': 5.86, 'error': None, 'unit': '%'}","{'value': 0.835, 'error': None, 'unit': 'V'}","{'value': 14.82, 'error': None, 'unit': 'mA/cm2'}","{'value': 47.4, 'error': None, 'unit': '%'}"
PTB7-Th:NCBDT,"{'value': 8.92, 'error': None, 'unit': '%'}","{'value': 0.781, 'error': None, 'unit': 'V'}","{'value': 17.39, 'error': None, 'unit': 'mA/cm2'}","{'value': 65.6, 'error': None, 'unit': '%'}"
PTB7-Th:NCBDT,"{'value': 8.27, 'error': None, 'unit': '%'}","{'value': 0.759, 'error': None, 'unit': 'V'}","{'value': 17.37, 'error': None, 'unit': 'mA/cm2'}","{'value': 62.8, 'error': None, 'unit': '%'}"
PDCBT:NCBDT,"{'value': 6.91, 'error': None, 'unit': '%'}","{'value': 0.872, 'error': None, 'unit': 'V'}","{'value': 12.91, 'error': None, 'unit': 'mA/cm2'}","{'value': 61.3, 'error': None, 'unit': '%'}"
PDCBT:NCBDT,"{'value': 3.28, 'error': None, 'unit': '%'}","{'value': 0.873, 'error': None, 'unit': 'V'}","{'value': 8.39, 'error': None, 'unit': 'mA/cm2'}","{'value': 44.7, 'error': None, 'unit': '%'}"
PDCBT:ITIC,"{'value': 8.51, 'error': None, 'unit': '%'}","{'value': 0.927, 'error': None, 'unit': 'V'}","{'value': 14.15, 'error': None, 'unit': 'mA/cm2'}","{'value': 64.9, 'error': None, 'unit': '%'}"
PDCBT:ITIC,"{'value': 2.38, 'error': None, 'unit': '%'}","{'value': 0.905, 'error': None, 'unit': 'V'}","{'value': 5.99, 'error': None, 'unit': 'mA/cm2'}","{'value': 43.9, 'error': None, 'unit': '%'}"
CH3NH3PbI3,"{'value': 12.02, 'error': None, 'unit': '%'}",,,
CsPbI3,"{'value': 15.91, 'error': None, 'unit': '%'}","{'value': 1.11, 'error': None, 'unit': 'V'}","{'value': 18.31, 'error': None, 'unit': 'mA/cm2'}","{'value': 77.97, 'error': None, 'unit': '%'}"
TiO2 mesoporous film constructed by CNPs,"{'value': 4.41, 'error': None, 'unit': '%'}","{'value': 0.62, 'error': None, 'unit': 'V'}","{'value': 14.4, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.49, 'error': None, 'unit': '%'}"
DPP(TBFu)2:PC71BM,"{'value': 5.2, 'error': None, 'unit': '%'}","{'value': 0.8, 'error': None, 'unit': 'V'}","{'value': 11.0, 'error': None, 'unit': 'mA/cm2'}","{'value': 56.00000000000001, 'error': None, 'unit': '%'}"
DRCN7T,"{'value': 2.48, 'error': None, 'unit': '%'}","{'value': 0.76, 'error': None, 'unit': 'V'}","{'value': 8.44, 'error': None, 'unit': 'mA/cm2'}","{'value': 36.48, 'error': None, 'unit': '%'}"
2F7T,"{'value': 9.41, 'error': None, 'unit': '%'}","{'value': 0.79, 'error': None, 'unit': 'V'}","{'value': 20.89, 'error': None, 'unit': 'mA/cm2'}","{'value': 54.13, 'error': None, 'unit': '%'}"
2Cl7T,"{'value': 11.45, 'error': None, 'unit': '%'}","{'value': 0.83, 'error': None, 'unit': 'V'}","{'value': 19.69, 'error': None, 'unit': 'mA/cm2'}","{'value': 68.15, 'error': None, 'unit': '%'}"
AgBiS2,"{'value': 5.75, 'error': None, 'unit': '%'}","{'value': 0.51, 'error': None, 'unit': 'V'}","{'value': 17.63, 'error': None, 'unit': 'mA/cm2'}","{'value': 64.0, 'error': None, 'unit': '%'}"
AgBiS2,"{'value': 5.71, 'error': None, 'unit': '%'}","{'value': 0.51, 'error': None, 'unit': 'V'}","{'value': 18.03, 'error': None, 'unit': 'mA/cm2'}","{'value': 62.0, 'error': None, 'unit': '%'}"
PbS,"{'value': 5.24, 'error': None, 'unit': '%'}","{'value': 0.47, 'error': None, 'unit': 'V'}","{'value': 17.58, 'error': None, 'unit': 'mA/cm2'}","{'value': 63.0, 'error': None, 'unit': '%'}"
PbS,"{'value': 3.58, 'error': None, 'unit': '%'}","{'value': 0.45, 'error': None, 'unit': 'V'}","{'value': 16.92, 'error': None, 'unit': 'mA/cm2'}","{'value': 46.0, 'error': None, 'unit': '%'}"
Sb2S3,"{'value': 1.18, 'error': None, 'unit': '%'}","{'value': 0.3, 'error': None, 'unit': 'V'}","{'value': 9.34, 'error': None, 'unit': 'mA/cm2'}","{'value': 42.0, 'error': None, 'unit': '%'}"
N/A,"{'value': 0.41, 'error': None, 'unit': '%'}","{'value': 0.444, 'error': None, 'unit': 'V'}","{'value': 1.93, 'error': None, 'unit': 'mA/cm2'}","{'value': 47.9, 'error': None, 'unit': '%'}"
Sb2S3,"{'value': 0.56, 'error': None, 'unit': '%'}","{'value': 0.265, 'error': None, 'unit': 'V'}","{'value': 6.46, 'error': None, 'unit': 'mA/cm2'}","{'value': 32.9, 'error': None, 'unit': '%'}"
NOC6F-1 and NOC6F-2,"{'value': 6.74, 'error': None, 'unit': '%'}","{'value': 0.96, 'error': None, 'unit': 'V'}","{'value': 13.21, 'error': None, 'unit': 'mA/cm2'}","{'value': 53.26, 'error': None, 'unit': '%'}"
IDT-EDOT,"{'value': 11.32, 'error': None, 'unit': '%'}","{'value': 0.86, 'error': None, 'unit': 'V'}","{'value': 57.5, 'error': None, 'unit': 'mA/cm2'}","{'value': 85.0, 'error': None, 'unit': '%'}"
IDT-PDOT,"{'value': 2.18, 'error': None, 'unit': '%'}","{'value': 0.77, 'error': None, 'unit': 'V'}","{'value': 51.5, 'error': None, 'unit': 'mA/cm2'}","{'value': 77.0, 'error': None, 'unit': '%'}"
dibenzo-BODIPY-incorporating phenothiazine dye,"{'value': 7.69, 'error': None, 'unit': '%'}","{'value': 0.72, 'error': None, 'unit': 'V'}","{'value': 19.09, 'error': None, 'unit': 'mA/cm2'}","{'value': 56.00000000000001, 'error': None, 'unit': '%'}"
Bi2Se3,"{'value': 5.52, 'error': None, 'unit': '%'}","{'value': 0.65, 'error': None, 'unit': 'V'}","{'value': 15.67, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.54, 'error': None, 'unit': '%'}"
Bi2Se3,"{'value': 4.47, 'error': None, 'unit': '%'}","{'value': 0.59, 'error': None, 'unit': 'V'}","{'value': 11.57, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.65, 'error': None, 'unit': '%'}"
PIDTV-ffBT:PC71BM,"{'value': 7.3, 'error': None, 'unit': '%'}","{'value': 0.7, 'error': None, 'unit': 'V'}","{'value': 17.1, 'error': None, 'unit': 'mA/cm2'}","{'value': 61.0, 'error': None, 'unit': '%'}"
PIDTV-ffBT:PC71BM,"{'value': 7.3, 'error': None, 'unit': '%'}","{'value': 0.73, 'error': None, 'unit': 'V'}","{'value': 17.1, 'error': None, 'unit': 'mA/cm2'}","{'value': 61.0, 'error': None, 'unit': '%'}"
δ-FAPbI3,"{'value': 23.16, 'error': None, 'unit': '%'}",,"{'value': 2.0, 'error': None, 'unit': ''}",
FASnI3,"{'value': 30.12, 'error': None, 'unit': '%'}","{'value': 1.26, 'error': None, 'unit': 'V'}","{'value': 26.61, 'error': None, 'unit': 'mA/cm2'}","{'value': 89.92, 'error': None, 'unit': '%'}"
PHBTRU and PFBTRU,"{'value': 2.66, 'error': None, 'unit': '%'}","{'value': 0.73, 'error': None, 'unit': 'V'}","{'value': 7.12, 'error': None, 'unit': 'mA/cm2'}","{'value': 51.0, 'error': None, 'unit': '%'}"
PHBTRU and PFBTRU,"{'value': 1.99, 'error': None, 'unit': '%'}","{'value': 0.67, 'error': None, 'unit': 'V'}","{'value': 6.17, 'error': None, 'unit': 'mA/cm2'}","{'value': 48.0, 'error': None, 'unit': '%'}"
PTB7/PC71BM,"{'value': 9.54, 'error': None, 'unit': '%'}",,,
PBDTTT-EFT/PC71BM,"{'value': 10.43, 'error': None, 'unit': '%'}",,,
PTB7,"{'value': 9.54, 'error': None, 'unit': '%'}","{'value': 0.746, 'error': None, 'unit': 'V'}","{'value': 18.86, 'error': None, 'unit': 'mA/cm2'}","{'value': 67.8, 'error': None, 'unit': '%'}"
PEA0.08FAxSnI3,"{'value': 8.0, 'error': None, 'unit': '%'}",,"{'value': 2.0, 'error': None, 'unit': ''}",
